frame,keypoint_id,x,y,px,py,visibility
75,4,0.29291254,0.30997598,210,396,0.9119542241096497
75,5,0.36737272,0.36070418,264,461,0.9887933135032654
75,6,0.27800995,0.33436412,200,427,0.996925413608551
75,7,0.41671574,0.4095482,300,524,0.9527975916862488
75,8,0.40447947,0.32071725,291,410,0.9939659237861633
75,9,0.520907,0.42518815,375,544,0.9264524579048157
75,10,0.5315393,0.2986147,382,382,0.980759859085083
75,11,0.30089766,0.493254,216,631,0.9969456791877747
75,12,0.22273491,0.48027048,160,614,0.998362123966217
75,13,0.29994944,0.5853113,215,749,0.9870747327804565
75,14,0.16581742,0.5536318,119,708,0.9934489130973816
75,15,0.33476093,0.65938795,241,844,0.9328376650810242
75,16,0.1366124,0.6084471,98,778,0.9566925168037415
76,0,0.36536056,0.31763697,263,406,0.9767846465110779
76,1,0.37264797,0.30909675,268,395,0.7735071182250977
76,2,0.3453612,0.3107595,248,397,0.9614038467407227
76,3,0.37382227,0.3160171,269,404,0.20629338920116425
76,4,0.29884982,0.31704828,215,405,0.8846837282180786
76,5,0.368283,0.36489007,265,467,0.9832140207290649
76,6,0.29041398,0.33897918,209,433,0.9942797422409058
76,7,0.42983508,0.42448646,309,543,0.9452275633811951
76,8,0.40655127,0.3242801,292,415,0.9919226169586182
76,9,0.5062477,0.4483583,364,573,0.9313526749610901
76,10,0.5066305,0.27619407,364,353,0.9819564819335938
76,11,0.295183,0.48981518,212,626,0.9944143295288086
76,12,0.22039558,0.47914466,158,613,0.9969313144683838
76,13,0.31203654,0.57710755,224,738,0.9727907180786133
76,14,0.1795978,0.5642352,129,722,0.9859710335731506
76,15,0.34868953,0.66873944,251,855,0.839952826499939
76,16,0.14224052,0.6475798,102,828,0.8882080316543579
77,0,0.37955442,0.31309134,273,400,0.915104866027832
77,1,0.38215175,0.30607623,275,391,0.5428776144981384
77,2,0.3604338,0.3057918,259,391,0.8585459589958191
77,3,0.37538582,0.31370503,270,401,0.20803816616535187
77,4,0.31597948,0.31136924,227,398,0.8506231307983398
77,5,0.3781644,0.3706944,272,474,0.9852346777915955
77,6,0.283113,0.33669138,203,430,0.995339035987854
77,7,0.40739894,0.43839207,293,561,0.9596524238586426
77,8,0.38754123,0.31156474,279,398,0.992474377155304
77,9,0.47134078,0.4713005,339,603,0.9300917387008667
77,10,0.47691312,0.27614915,343,353,0.9759964942932129
77,11,0.2958302,0.50402033,212,645,0.9979428648948669
77,12,0.2139222,0.4897173,154,626,0.9986811280250549
77,13,0.3230445,0.59988296,232,767,0.9895195960998535
77,14,0.17402454,0.57090455,125,730,0.9937600493431091
77,15,0.34561843,0.6506873,248,832,0.9405798316001892
77,16,0.13085066,0.60503376,94,774,0.9577382206916809
78,0,0.38800594,0.30967745,279,396,0.9382185935974121
78,1,0.38724127,0.30271003,278,387,0.5027414560317993
78,2,0.36679798,0.30367222,264,388,0.9123373627662659
78,3,0.38100162,0.3129966,274,400,0.1092650443315506
78,4,0.31806555,0.3143657,229,402,0.8846702575683594
78,5,0.37929502,0.37410253,273,478,0.98152095079422
78,6,0.29037607,0.33985645,209,435,0.9966552257537842
78,7,0.39996698,0.44663653,287,571,0.9496225714683533
78,8,0.3703992,0.32240424,266,412,0.9962419271469116
78,9,0.44358182,0.47474676,319,607,0.9285364151000977
78,10,0.45083076,0.2968042,324,379,0.9888153672218323
78,11,0.2920718,0.49895447,210,638,0.9986165761947632
78,12,0.2127112,0.48471937,153,620,0.9993962049484253
78,13,0.34804082,0.59864485,250,766,0.9936634302139282
78,14,0.19924736,0.578265,143,740,0.9975243210792542
78,15,0.32960513,0.6578713,237,842,0.96185702085495
78,16,0.090801835,0.628681,65,804,0.9787470698356628
79,0,0.40098563,0.32156637,288,411,0.9276313185691833
79,1,0.3935137,0.3127771,283,400,0.39300087094306946
79,2,0.3804967,0.31456894,273,402,0.9201141595840454
79,3,0.37292263,0.31621954,268,404,0.05555364117026329
79,4,0.32107094,0.32163346,231,411,0.9186716675758362
79,5,0.3715034,0.3712189,267,475,0.9782683253288269
79,6,0.26567632,0.35090464,191,449,0.9975544810295105
79,7,0.3778509,0.44231367,272,566,0.9376475214958191
79,8,0.28519046,0.35281414,205,451,0.997052788734436
79,9,0.41316062,0.48493534,297,620,0.9203776121139526
79,10,0.37212902,0.3327702,267,425,0.9916963577270508
79,11,0.28885752,0.5017728,207,642,0.9989150762557983
79,12,0.20430925,0.49441022,147,632,0.9995841383934021
79,13,0.3640931,0.5882497,262,752,0.9964176416397095
79,14,0.22731726,0.57536674,163,736,0.9987560510635376
79,15,0.31252986,0.6597516,225,844,0.9818903207778931
79,16,0.098521024,0.63387096,70,811,0.9905791878700256
80,0,0.39824092,0.31985754,286,409,0.9399822950363159
80,1,0.39433086,0.31145516,283,398,0.4403165876865387
80,2,0.3783332,0.31333914,272,401,0.9469189047813416
80,3,0.37794146,0.31455517,272,402,0.05549892783164978
80,4,0.32406753,0.32136622,233,411,0.9351755380630493
80,5,0.36934814,0.36152095,265,462,0.963655412197113
80,6,0.2714175,0.3579929,195,458,0.9975429773330688
80,7,0.39080793,0.41055512,281,525,0.8841225504875183
80,8,0.28169474,0.37178272,202,475,0.9971889853477478
80,9,0.42390794,0.44486123,305,569,0.8774091601371765
80,10,0.3455783,0.34983405,248,447,0.9924007654190063
80,11,0.27567187,0.4986627,198,638,0.9983548521995544
80,12,0.19735041,0.49958983,142,639,0.9995197057723999
80,13,0.39135945,0.57268506,281,733,0.9960697889328003
80,14,0.26096424,0.58191496,187,744,0.9990338087081909
80,15,0.2969018,0.65465957,213,837,0.9837709665298462
80,16,0.104188435,0.6664754,75,853,0.9930347204208374
81,0,0.40211627,0.32489437,289,415,0.9139904379844666
81,1,0.40314302,0.31842297,290,407,0.36280539631843567
81,2,0.38839287,0.3164435,279,405,0.9220542311668396
81,3,0.3844395,0.32545215,276,416,0.05231666937470436
81,4,0.3366311,0.32295027,242,413,0.9106242656707764
81,5,0.36755633,0.37194508,264,476,0.9488645792007446
81,6,0.26536232,0.3679673,191,470,0.9959896206855774
81,7,0.38396236,0.4375412,276,560,0.8593783974647522
81,8,0.26822445,0.40398675,193,517,0.9959431290626526
81,9,0.3908281,0.48050967,281,615,0.8551130890846252
81,10,0.3245917,0.36511835,233,467,0.9901533722877502
81,11,0.27346343,0.50126565,196,641,0.9975428581237793
81,12,0.19309849,0.5031903,139,644,0.999278724193573
81,13,0.4120186,0.5775161,296,739,0.995745837688446
81,14,0.26606482,0.5914742,191,757,0.9989462494850159
81,15,0.30041626,0.67468727,216,863,0.9838205575942993
81,16,0.11842698,0.69849014,85,894,0.9929890632629395
82,0,0.410943,0.3365368,295,430,0.9230462312698364
82,1,0.41684443,0.32968727,300,421,0.4023324251174927
82,2,0.39744174,0.32663554,286,418,0.9303411245346069
82,3,0.40164113,0.33578143,289,429,0.0625971183180809
82,4,0.3436405,0.3303785,247,422,0.9157657027244568
82,5,0.36665577,0.38166112,263,488,0.9503008723258972
82,6,0.26444894,0.3749424,190,479,0.995672345161438
82,7,0.37592646,0.45032555,270,576,0.8643463850021362
82,8,0.2543835,0.42056865,183,538,0.995226263999939
82,9,0.40102208,0.48284706,288,618,0.8663226962089539
82,10,0.32271516,0.38795036,232,496,0.989534318447113
82,11,0.267583,0.5063075,192,648,0.9965830445289612
82,12,0.18694477,0.50905466,134,651,0.9989123344421387
82,13,0.42361122,0.5816383,305,744,0.9939121007919312
82,14,0.27645728,0.59952295,199,767,0.9983530044555664
82,15,0.32417646,0.68652314,233,878,0.9747166037559509
82,16,0.14897601,0.7190628,107,920,0.9882357120513916
83,0,0.41862124,0.34141582,301,437,0.9114537835121155
83,1,0.42429322,0.3346107,305,428,0.35644087195396423
83,2,0.40478137,0.33176714,291,424,0.9424014091491699
83,3,0.40893465,0.34462795,294,441,0.03701883181929588
83,4,0.346368,0.33781347,249,432,0.9302727580070496
83,5,0.37182435,0.39938396,267,511,0.898047149181366
83,6,0.26862958,0.38722885,193,495,0.9932483434677124
83,7,0.396689,0.47906947,285,613,0.685250997543335
83,8,0.2721866,0.45522785,195,582,0.9911227226257324
83,9,0.41128492,0.4929413,296,630,0.7103582620620728
83,10,0.368015,0.46282157,264,592,0.9813779592514038
83,11,0.28429532,0.5252436,204,672,0.9944243431091309
83,12,0.20248057,0.52663684,145,674,0.9985091090202332
83,13,0.4174294,0.5912992,300,756,0.9943565726280212
83,14,0.27783772,0.61476326,200,786,0.9987194538116455
83,15,0.34340656,0.69706583,247,892,0.9854615926742554
83,16,0.16787584,0.7439095,120,952,0.9938585162162781
84,0,0.4209254,0.35259557,303,451,0.8351319432258606
84,1,0.42721218,0.3463674,307,443,0.21430906653404236
84,2,0.41025952,0.34316,295,439,0.9115237593650818
84,3,0.40230983,0.35615167,289,455,0.030203131958842278
84,4,0.3531422,0.34938362,254,447,0.9263488054275513
84,5,0.35242897,0.40412855,253,517,0.831436812877655
84,6,0.27588832,0.40141636,198,513,0.9896290898323059
84,7,0.36834657,0.46096206,265,590,0.5352380275726318
84,8,0.27325597,0.46646696,196,597,0.9865826964378357
84,9,0.40769786,0.46925145,293,600,0.5577691197395325
84,10,0.37872875,0.48224038,272,617,0.9692842960357666
84,11,0.28157616,0.53763396,202,688,0.9929209351539612
84,12,0.21641617,0.5436843,155,695,0.9982370138168335
84,13,0.42190722,0.60018027,303,768,0.9938629865646362
84,14,0.28335044,0.6333112,204,810,0.9986976385116577
84,15,0.34133306,0.69622153,245,891,0.9873342514038086
84,16,0.16498986,0.7590931,118,971,0.9947276711463928
85,0,0.43338802,0.36306572,312,464,0.8314143419265747
85,1,0.43875232,0.35568196,315,455,0.20317885279655457
85,2,0.4217721,0.35360295,303,452,0.9206398725509644
85,3,0.40376103,0.3606667,290,461,0.030405482277274132
85,4,0.36342648,0.35893813,261,459,0.9413316249847412
85,5,0.3414188,0.4068378,245,520,0.7663094401359558
85,6,0.2908147,0.41534576,209,531,0.9921024441719055
85,7,0.34192127,0.4701909,246,601,0.4552024006843567
85,8,0.2832406,0.48768133,203,624,0.9911741614341736
85,9,0.3763009,0.49908218,270,638,0.5613387227058411
85,10,0.36685595,0.5145184,264,658,0.9805548191070557
85,11,0.26284054,0.5484969,189,702,0.9859334826469421
85,12,0.21081439,0.5602569,151,717,0.9971262812614441
85,13,0.42242795,0.6019176,304,770,0.9869679808616638
85,14,0.30996364,0.6452135,223,825,0.9977518916130066
85,15,0.33940324,0.6843193,244,875,0.9744065999984741
85,16,0.1745344,0.760425,125,973,0.9908517003059387
86,0,0.43175438,0.3667582,310,469,0.7913209199905396
86,1,0.43819198,0.35824087,315,458,0.15213602781295776
86,2,0.42364535,0.3588698,305,459,0.8860804438591003
86,3,0.4033196,0.362312,290,463,0.04145368933677673
86,4,0.37251902,0.3657376,268,468,0.931092381477356
86,5,0.33775663,0.40944013,243,524,0.8538703322410583
86,6,0.30704907,0.42148933,221,539,0.9929620623588562
86,7,0.33246052,0.4823862,239,617,0.5667580366134644
86,8,0.30011672,0.49776164,216,637,0.9909274578094482
86,9,0.36747283,0.5387836,264,689,0.6158878803253174
86,10,0.36496302,0.5485386,262,702,0.9769416451454163
86,11,0.25247452,0.5489607,181,702,0.9936082363128662
86,12,0.21880531,0.56129116,157,718,0.9985846281051636
86,13,0.38247266,0.59690136,275,764,0.99443519115448
86,14,0.2941251,0.6451923,211,825,0.9989053010940552
86,15,0.3395969,0.6858593,244,877,0.989031970500946
86,16,0.2055991,0.7704861,148,986,0.9955775737762451
87,0,0.43904325,0.373827,316,478,0.8632307648658752
87,1,0.44603747,0.36348233,321,465,0.24202556908130646
87,2,0.42750087,0.3656668,307,468,0.9369862079620361
87,3,0.40488723,0.36306524,291,464,0.06952589750289917
87,4,0.36911833,0.37239605,265,476,0.9571936726570129
87,5,0.3208948,0.40647554,231,520,0.8774829506874084
87,6,0.31917304,0.42943716,229,549,0.9920278191566467
87,7,0.2912838,0.4689861,209,600,0.5192538499832153
87,8,0.31933552,0.50876725,229,651,0.9837216734886169
87,9,0.3331094,0.51496506,239,659,0.5459209084510803
87,10,0.36636817,0.562075,263,719,0.9574765563011169
87,11,0.23251855,0.5524968,167,707,0.9882926344871521
87,12,0.2148946,0.5677938,154,726,0.9969354867935181
87,13,0.3738488,0.61342543,269,785,0.989003598690033
87,14,0.30050567,0.66089904,216,845,0.9973675608634949
87,15,0.33834156,0.69458187,243,889,0.978580892086029
87,16,0.2101852,0.77448165,151,991,0.9900192022323608
88,0,0.4396742,0.37705815,316,482,0.8752102851867676
88,1,0.4472285,0.36714464,322,469,0.23397018015384674
88,2,0.42892337,0.3688921,308,472,0.9330537915229797
88,3,0.4015304,0.36765295,289,470,0.09405455738306046
88,4,0.37105712,0.3772536,267,482,0.9653676152229309
88,5,0.31183678,0.4080082,224,522,0.9369862079620361
88,6,0.31980062,0.44308263,230,567,0.9955767393112183
88,7,0.28066376,0.45593184,202,583,0.7092094421386719
88,8,0.3519488,0.54054874,253,691,0.9908183217048645
88,9,0.31069845,0.494699,223,633,0.7162067890167236
88,10,0.41978708,0.6127877,302,784,0.9734326004981995
88,11,0.21110603,0.5566566,151,712,0.9907833337783813
88,12,0.19894023,0.5751959,143,736,0.9973527193069458
88,13,0.35451427,0.63294995,255,810,0.9827616810798645
88,14,0.29860988,0.67825955,214,868,0.9953946471214294
88,15,0.3146288,0.6970674,226,892,0.9473485946655273
88,16,0.21974276,0.7707785,158,986,0.9731675386428833
89,0,0.44260645,0.38447005,318,492,0.7915289998054504
89,1,0.45109457,0.37360418,324,478,0.1587028205394745
89,2,0.4313447,0.3751936,310,480,0.896803081035614
89,3,0.4056683,0.37183756,292,475,0.0882992297410965
89,4,0.3773942,0.3819025,271,488,0.9605881571769714
89,5,0.30376497,0.41471702,218,530,0.8879947662353516
89,6,0.33183008,0.44617987,238,571,0.9946607947349548
89,7,0.26113543,0.4770596,188,610,0.5949099063873291
89,8,0.3578175,0.5393311,257,690,0.9907336235046387
89,9,0.30110058,0.5424242,216,694,0.6445261240005493
89,10,0.42057145,0.61475784,302,786,0.9728958010673523
89,11,0.19262312,0.564587,138,722,0.9835805296897888
89,12,0.19341305,0.58267635,139,745,0.9958423972129822
89,13,0.35336524,0.64345425,254,823,0.962848424911499
89,14,0.30761996,0.6886262,221,881,0.9909694790840149
89,15,0.30413285,0.70229954,218,898,0.8871278166770935
89,16,0.2168443,0.7754891,156,992,0.9448761940002441
90,0,0.4328871,0.38883847,311,497,0.7904762029647827
90,1,0.43450597,0.376954,312,482,0.15701337158679962
90,2,0.4216697,0.37917975,303,485,0.897412121295929
90,3,0.37748387,0.37225622,271,476,0.11558694392442703
90,4,0.3734979,0.38405308,268,491,0.9733921885490417
90,5,0.2783679,0.4181939,200,535,0.9223728775978088
90,6,0.33521026,0.43866935,241,561,0.9951005578041077
90,7,0.22791384,0.4921031,164,629,0.6056610941886902
90,8,0.3554623,0.5249969,255,671,0.9879706501960754
90,9,0.28591606,0.55614984,205,711,0.5659112930297852
90,10,0.42323712,0.60514176,304,774,0.9547167420387268
90,11,0.16760564,0.56706035,120,725,0.9783530235290527
90,12,0.19142134,0.5788325,137,740,0.9937160611152649
90,13,0.32042846,0.6758347,230,865,0.9078728556632996
90,14,0.31288627,0.70034087,225,896,0.9731625914573669
90,15,0.2762125,0.74589205,198,954,0.6787915229797363
90,16,0.21318643,0.78333074,153,1002,0.8119863867759705
91,0,0.42416355,0.388196,305,496,0.7199376225471497
91,1,0.42525238,0.37724963,306,482,0.10582611709833145
91,2,0.41421753,0.37907544,298,485,0.8624488711357117
91,3,0.36843568,0.37434632,265,479,0.07519165426492691
91,4,0.36717162,0.3840372,264,491,0.9668443202972412
91,5,0.2654932,0.42062798,191,538,0.8908663988113403
91,6,0.3337273,0.4341138,240,555,0.9935463070869446
91,7,0.24012269,0.4973622,172,636,0.5441450476646423
91,8,0.36607388,0.50974405,263,652,0.9875505566596985
91,9,0.30345267,0.565769,218,724,0.5245519280433655
91,10,0.4366637,0.5825614,314,745,0.9576473832130432
91,11,0.15875451,0.5693557,114,728,0.9799162149429321
91,12,0.1881777,0.58062965,135,743,0.9945803284645081
91,13,0.33393526,0.6423127,240,822,0.9444672465324402
91,14,0.32924473,0.6761027,237,865,0.9861154556274414
91,15,0.29041356,0.7098392,209,908,0.8446773886680603
91,16,0.23032941,0.76536834,165,979,0.9226486682891846
92,0,0.41245973,0.3877717,296,496,0.7034063339233398
92,1,0.41056946,0.3773952,295,483,0.10209356248378754
92,2,0.40084806,0.37869862,288,484,0.8361042737960815
92,3,0.35292324,0.3762049,254,481,0.06574717164039612
92,4,0.35126725,0.38416353,252,491,0.953822135925293
92,5,0.2646062,0.4280972,190,547,0.8803202509880066
92,6,0.32537273,0.426423,234,545,0.9870871305465698
92,7,0.24955216,0.5060422,179,647,0.5146264433860779
92,8,0.36390442,0.48880973,262,625,0.9746987223625183
92,9,0.3292856,0.5583935,237,714,0.4858708679676056
92,10,0.44506836,0.55801046,320,714,0.9311076998710632
92,11,0.16868387,0.5717831,121,731,0.9704757332801819
92,12,0.19606027,0.57477397,141,735,0.9904206991195679
92,13,0.3194466,0.65728885,230,841,0.9259361028671265
92,14,0.33357617,0.67412984,240,862,0.9780228734016418
92,15,0.2774693,0.73247826,199,937,0.8022055625915527
92,16,0.23213264,0.7646592,167,978,0.8901700973510742
93,0,0.4022525,0.3807928,289,487,0.5845891833305359
93,1,0.39631814,0.37166098,285,475,0.06696393340826035
93,2,0.39266485,0.3718286,282,475,0.7245357036590576
93,3,0.3363815,0.3726256,242,476,0.05148264765739441
93,4,0.34879225,0.37653434,251,481,0.9380338788032532
93,5,0.26576847,0.42700252,191,546,0.8685616254806519
93,6,0.3234533,0.4178869,232,534,0.9833042621612549
93,7,0.29722643,0.5027327,214,643,0.5060573220252991
93,8,0.3759343,0.47372803,270,606,0.9677702188491821
93,9,0.38777843,0.5515914,279,706,0.4563368260860443
93,10,0.43711925,0.53407395,314,683,0.913740873336792
93,11,0.16969289,0.5726867,122,733,0.9686145782470703
93,12,0.20420982,0.570717,147,730,0.9890998005867004
93,13,0.27818546,0.6793633,200,869,0.9060328006744385
93,14,0.329182,0.6847772,237,876,0.9696263670921326
93,15,0.23187616,0.7520486,166,962,0.7206925749778748
93,16,0.24664888,0.766173,177,980,0.833476722240448
94,0,0.39313143,0.38017952,283,486,0.6548487544059753
94,1,0.38889432,0.36986002,280,473,0.10599834471940994
94,2,0.37558886,0.37041336,270,474,0.7942310571670532
94,3,0.3402509,0.3709504,244,474,0.07479102164506912
94,4,0.3307651,0.3756677,238,480,0.9659563899040222
94,5,0.2672281,0.42783847,192,547,0.8881115317344666
94,6,0.3227824,0.41946226,232,536,0.9907194972038269
94,7,0.2921292,0.49553657,210,634,0.4819396734237671
94,8,0.38411796,0.47219628,276,604,0.975453794002533
94,9,0.3896365,0.5315518,280,680,0.43318971991539
94,10,0.42494726,0.5264122,305,673,0.9288947582244873
94,11,0.17498527,0.5747413,125,735,0.9787518382072449
94,12,0.20771347,0.5732786,149,733,0.9935289025306702
94,13,0.2864241,0.68842924,206,881,0.9521322846412659
94,14,0.32880595,0.69226897,236,886,0.9870747327804565
94,15,0.21227607,0.7474978,152,956,0.8565899133682251
94,16,0.22898507,0.7577696,164,969,0.9291520714759827
95,0,0.37921923,0.37389445,273,478,0.5612621307373047
95,1,0.37544814,0.36646295,270,469,0.08208733052015305
95,2,0.36432186,0.3675618,262,470,0.6112239956855774
95,3,0.34702078,0.37188244,249,476,0.04050825536251068
95,4,0.33032134,0.37532806,237,480,0.8346689939498901
95,5,0.30568436,0.4283355,220,548,0.8414897918701172
95,6,0.30343246,0.40513873,218,518,0.97642982006073
95,7,0.3368663,0.49701017,242,636,0.5951043963432312
95,8,0.34040755,0.43993592,245,563,0.9704784750938416
95,9,0.3812486,0.5164345,274,661,0.5858349800109863
95,10,0.38874227,0.48598266,279,622,0.9395375847816467
95,11,0.17915484,0.5656394,128,724,0.9803332686424255
95,12,0.1799222,0.5571996,129,713,0.9929009675979614
95,13,0.24057367,0.6766976,173,866,0.9460588097572327
95,14,0.31462574,0.67626655,226,865,0.983111560344696
95,15,0.1673223,0.7586504,120,971,0.8062294721603394
95,16,0.23346752,0.76819456,168,983,0.8933526277542114
96,0,0.3627438,0.38815832,261,496,0.7812885642051697
96,1,0.3544429,0.3798578,255,486,0.18493972718715668
96,2,0.3422607,0.37990612,246,486,0.8727790713310242
96,3,0.31738952,0.38634938,228,494,0.03619551286101341
96,4,0.28667653,0.38747212,206,495,0.9561021327972412
96,5,0.26509064,0.44446373,190,568,0.8695735931396484
96,6,0.268588,0.4201406,193,537,0.9849648475646973
96,7,0.30616805,0.50240195,220,643,0.43413421511650085
96,8,0.33321542,0.44732422,239,572,0.9561885595321655
96,9,0.33626565,0.49518338,242,633,0.39834511280059814
96,10,0.34713998,0.46380025,249,593,0.9054431915283203
96,11,0.15984908,0.5615293,115,718,0.9835118651390076
96,12,0.16316925,0.55168706,117,706,0.9943247437477112
96,13,0.2433151,0.6698089,175,857,0.9878074526786804
96,14,0.29954687,0.65586096,215,839,0.9964470267295837
96,15,0.18199144,0.7683296,131,983,0.9755154848098755
96,16,0.23277564,0.75283283,167,963,0.9885021448135376
97,0,0.3467392,0.39341012,249,503,0.8090774416923523
97,1,0.34386656,0.38459894,247,492,0.18576890230178833
97,2,0.3297621,0.38520524,237,493,0.8613510131835938
97,3,0.30924645,0.3887105,222,497,0.05024205893278122
97,4,0.2726776,0.39150545,196,501,0.9396770596504211
97,5,0.25961646,0.4451785,186,569,0.9259750247001648
97,6,0.24177334,0.42619592,174,545,0.9926855564117432
97,7,0.2955512,0.54690754,212,700,0.6641568541526794
97,8,0.28531203,0.4668147,205,597,0.984565794467926
97,9,0.35590032,0.59663177,256,763,0.6320722699165344
97,10,0.30431098,0.43708405,219,559,0.961509644985199
97,11,0.16429761,0.5494641,118,703,0.9884833693504333
97,12,0.15314332,0.5440561,110,696,0.9962168335914612
97,13,0.24098581,0.65855294,173,842,0.986018180847168
97,14,0.2789989,0.6549276,200,838,0.9959154725074768
97,15,0.19590467,0.7612275,141,974,0.954778790473938
97,16,0.24814868,0.75625926,178,968,0.9785535335540771
98,0,0.34127238,0.38410985,245,491,0.6688917279243469
98,1,0.34046978,0.37428442,245,479,0.14911465346813202
98,2,0.3287,0.37399095,236,478,0.7428531646728516
98,3,0.30193973,0.37419617,217,478,0.09959504753351212
98,4,0.29348323,0.37463108,211,479,0.9349875450134277
98,5,0.24005288,0.42923468,172,549,0.8995627760887146
98,6,0.26502872,0.41151795,190,526,0.9907346963882446
98,7,0.28118274,0.5274737,202,675,0.5926989316940308
98,8,0.27289903,0.4718036,196,603,0.9753966331481934
98,9,0.37773496,0.56564605,271,724,0.5465720295906067
98,10,0.26436654,0.47995162,190,614,0.9328442215919495
98,11,0.14683457,0.5347856,105,684,0.9767838716506958
98,12,0.16808441,0.5305452,121,679,0.9918680787086487
98,13,0.22651064,0.64817613,163,829,0.9748535752296448
98,14,0.28556117,0.64239997,205,822,0.9920777678489685
98,15,0.2136853,0.76194274,153,975,0.9218930602073669
98,16,0.2768941,0.7543864,199,965,0.961560070514679
99,0,0.33507887,0.37862092,241,484,0.8256499171257019
99,1,0.3365531,0.37043253,242,474,0.23167850077152252
99,2,0.32557076,0.3695385,234,473,0.8611376285552979
99,3,0.29761353,0.37136498,214,475,0.13036300241947174
99,4,0.29224208,0.37129384,210,475,0.9440780282020569
99,5,0.23707892,0.42669088,170,546,0.9412455558776855
99,6,0.25874668,0.4084379,186,522,0.995491087436676
99,7,0.2849158,0.5160217,205,660,0.7252573370933533
99,8,0.24586923,0.47457743,177,607,0.9897971153259277
99,9,0.4043744,0.5453245,291,698,0.7286503911018372
99,10,0.23944071,0.52485406,172,671,0.9738869071006775
99,11,0.13887778,0.53288186,99,682,0.9849042892456055
99,12,0.1624625,0.52716315,116,674,0.9955713152885437
99,13,0.21323602,0.6348785,153,812,0.9831861257553101
99,14,0.29375157,0.62541175,211,800,0.9954655766487122
99,15,0.20729566,0.7469088,149,956,0.9470754265785217
99,16,0.2908933,0.74060524,209,947,0.9764468669891357
100,0,0.32923117,0.38237095,237,489,0.876676619052887
100,1,0.3287789,0.3752336,236,480,0.3436286151409149
100,2,0.31903118,0.37248087,229,476,0.8874136805534363
100,3,0.28751206,0.3774121,207,483,0.18843121826648712
100,4,0.286633,0.37362957,206,478,0.945920467376709
100,5,0.22454137,0.43820468,161,560,0.9668456315994263
100,6,0.25428382,0.40551192,183,519,0.9951790571212769
100,7,0.2815187,0.5240561,202,670,0.8060588240623474
100,8,0.22430168,0.4550624,161,582,0.9856860041618347
100,9,0.42720452,0.53185177,307,680,0.782153844833374
100,10,0.21881634,0.5078381,157,650,0.9665383696556091
100,11,0.12354081,0.53926945,88,690,0.9867734909057617
100,12,0.15745324,0.52824825,113,676,0.9946698546409607
100,13,0.22197054,0.6349913,159,812,0.9841541051864624
100,14,0.3289743,0.6160679,236,788,0.9944038391113281
100,15,0.19646727,0.74018335,141,947,0.9487652778625488
100,16,0.30207798,0.723022,217,925,0.9732634425163269
101,0,0.3296368,0.3769951,237,482,0.7692062258720398
101,1,0.32299304,0.36838537,232,471,0.2089034616947174
101,2,0.31425646,0.36630443,226,468,0.7110947370529175
101,3,0.28756273,0.37149853,207,475,0.11468598246574402
101,4,0.27437875,0.36808532,197,471,0.8993126153945923
101,5,0.23829028,0.43794447,171,560,0.9828106164932251
101,6,0.23761167,0.39195666,171,501,0.9927021265029907
101,7,0.3024665,0.520213,217,665,0.9309037327766418
101,8,0.1942476,0.4363656,139,558,0.9799889326095581
101,9,0.4545611,0.51698655,327,661,0.9042502045631409
101,10,0.21902916,0.51832354,157,663,0.9646332263946533
101,11,0.1392633,0.5345299,100,684,0.9950253367424011
101,12,0.15133537,0.51723444,108,662,0.9962653517723083
101,13,0.22908798,0.63960874,164,818,0.989513099193573
101,14,0.32632157,0.606431,234,776,0.9933145642280579
101,15,0.20256352,0.748208,145,957,0.9409967660903931
101,16,0.2770719,0.702968,199,899,0.9555467367172241
102,0,0.32059136,0.37974444,230,486,0.8726272583007812
102,1,0.3226326,0.37220255,232,476,0.33517542481422424
102,2,0.31076872,0.36870483,223,471,0.8570640087127686
102,3,0.29084092,0.37171236,209,475,0.13735431432724
102,4,0.26417097,0.36420926,190,466,0.9227369427680969
102,5,0.23631693,0.42326623,170,541,0.9830091595649719
102,6,0.20645334,0.3930261,148,503,0.9949548840522766
102,7,0.31691238,0.504641,228,645,0.9279292225837708
102,8,0.17900768,0.45395365,128,581,0.9862880706787109
102,9,0.47719973,0.51715934,343,661,0.9001782536506653
102,10,0.20234539,0.51116014,145,654,0.9707776308059692
102,11,0.14470562,0.51855683,104,663,0.9959090948104858
102,12,0.12897709,0.5094021,92,652,0.9973782300949097
102,13,0.24736756,0.6338836,178,811,0.9913416504859924
102,14,0.258159,0.619188,185,792,0.995183527469635
102,15,0.2612377,0.7332705,188,938,0.9527912139892578
102,16,0.24671288,0.7179474,177,918,0.9666693806648254
103,0,0.3173968,0.36958504,228,473,0.9073900580406189
103,1,0.31945187,0.36111766,230,462,0.33615899085998535
103,2,0.307589,0.3600246,221,460,0.9142366051673889
103,3,0.28581476,0.361831,205,463,0.12073405832052231
103,4,0.26078686,0.3611217,187,462,0.9460667371749878
103,5,0.24006255,0.41350207,172,529,0.9804220795631409
103,6,0.19526656,0.397757,140,509,0.9959760308265686
103,7,0.3308008,0.4930641,238,631,0.9034023284912109
103,8,0.18425721,0.4749588,132,607,0.9905568361282349
103,9,0.49457407,0.5218407,356,667,0.8889718651771545
103,10,0.2659685,0.566872,191,725,0.9786880016326904
103,11,0.13585646,0.51682603,97,661,0.9942958950996399
