knee_angle_left,knee_angle_right,elbow_angle_left,elbow_angle_right,com_x,com_y,knee_status
152.78481184620298,134.89907879107136,117.53869448140763,162.54183041789267,53.0,520.0,Transition
145.19195210957312,129.89704910522576,127.41619801679582,171.63659673152645,54.0,516.0,Transition
146.26597004083322,140.0871911956269,133.40022340422567,175.20479020861663,52.75,516.5,Transition
143.7384780587919,145.94214809338274,127.69330916628185,166.45345202661548,50.0,517.0,Transition
158.10199952707396,166.55105031488597,134.25935351517404,123.07144040141915,53.75,515.5,Extension
165.27106234852815,169.68535433168782,116.80083493863177,177.90474616298798,54.0,514.5,Extension
168.58792959455877,174.99197818212247,134.63213486534033,156.8173751954937,56.5,514.5,Extension
179.3562538451158,174.8766604054068,147.83676979210765,148.3952184577583,60.75,517.5,Extension
179.9833106248785,171.90160526730307,150.07787011807267,133.29018594046977,62.0,521.75,Extension
177.73470733014332,173.9282201488608,141.67648003770023,138.0890726999604,62.25,529.0,Extension
175.84939936831947,171.62640604644645,121.1713490118013,131.01619054381283,64.0,534.5,Extension
179.48620319639733,177.02775075581647,130.88604234236854,155.1744161471147,63.75,535.75,Extension
177.07021747228853,179.5180424332823,120.50522112826174,168.45405514405107,63.25,538.5,Extension
175.27770090162113,176.3211445684114,119.72292782803085,176.30288972664118,63.75,539.0,Extension
175.50284830533303,177.00713780166382,113.0332192701342,174.34118441150824,63.0,538.25,Extension
172.71798235991253,173.0759463612279,115.3350211988982,176.9271458457671,61.5,538.75,Extension
177.53928050598375,174.77348560438838,119.3722540618279,177.90608970853555,61.5,542.0,Extension
172.631305602487,171.07082530257927,130.38803587179234,174.11564004058633,61.75,544.75,Extension
175.40337065145857,170.5626125408033,165.22426440437886,159.67021542822252,62.0,545.5,Extension
169.0279404312286,167.83648653300978,161.90226154988335,158.09572562241792,61.25,544.5,Extension
162.56694198226054,160.11859549936463,161.1821444810233,164.02553095635372,58.0,541.5,Extension
164.74488126403935,160.3281002761394,157.0654434266431,171.3899999701335,55.25,533.25,Extension
158.60444558488598,149.70696649885627,160.0322922942802,175.07788288833623,54.25,527.5,Transition
146.67878431457407,142.26491801930746,137.79591053296835,172.7784522209519,47.0,527.0,Transition
134.8367645937527,135.75887057240976,127.0220997558389,172.76896626516648,45.0,525.0,Transition
139.9307879778722,133.31050965513168,123.15565992314374,177.048159416562,46.25,522.5,Transition
131.3611410633591,124.86219614253412,107.22343617699379,161.17232154554057,44.0,516.25,Transition
128.2381672398594,123.91558849871763,175.60129387301785,152.08781589297868,43.25,518.75,Transition
153.14638828157848,127.18336686279154,56.768288966947885,33.366366197980405,47.0,522.25,Transition
147.74514471363915,129.29749269591363,145.1322115222773,177.8789011139261,40.25,534.25,Transition
153.8191493001611,135.92091882811908,125.57825551711421,176.82016797321742,40.25,540.75,Transition
153.3180004437828,135.02368572138494,154.05859634656605,130.28061261137438,41.25,549.5,Transition
151.1777718560062,130.18553200117952,136.50085606399665,39.130399711308236,43.5,550.0,Transition
150.1966915631858,128.20426610926248,139.93570054742682,144.6237183167223,43.5,552.0,Transition
147.53688548466315,127.11196004903013,152.19854116545156,162.54576750888225,45.5,548.75,Transition
153.71173785231926,121.84944576527297,152.78251554292632,174.95546974101484,50.25,548.25,Transition
147.2444615811286,115.90594825006276,123.0602172359739,159.92847408662652,54.0,545.75,Good Loading (Serve)
136.71083481876403,112.61986494497975,116.92982540968494,146.21538502969963,58.75,541.0,Good Loading (Serve)
148.8849994696965,118.15028630852463,107.51147623875042,148.26788127001987,64.0,535.0,Good Loading (Serve)
158.34618361935992,119.59021399754779,106.43977103505995,137.74518205916772,70.5,526.25,Good Loading (Serve)
147.849148172851,119.73524176000578,108.7113563576753,140.6532858825332,79.75,514.5,Good Loading (Serve)
144.71524138139046,125.52575110573807,99.77081338614192,134.79989911546141,84.5,504.5,Transition
133.78728153116253,117.62670928851557,111.4160176692624,135.80692943208794,95.0,503.75,Good Loading (Serve)
121.70011941872771,113.64195258844227,116.01558799818311,129.52691389672634,103.75,498.75,Good Loading (Serve)
116.37640771276335,109.72562324087112,114.62077421764762,135.58463049960955,109.75,501.0,Good Loading (Serve)
125.0328822182762,118.40796012497319,106.9275130582977,127.98752034410782,117.5,501.75,Good Loading (Serve)
124.4321296074446,113.71037412853201,107.69278268172248,132.28853874893804,125.25,504.25,Good Loading (Serve)
118.34552720537891,109.69536538369802,103.14106975349162,125.79431272237818,130.5,511.75,Good Loading (Serve)
112.82939204737794,101.69893760746912,98.23324495749682,127.45234764157037,138.0,524.0,Good Loading (Serve)
113.71545132963007,103.60739329094066,99.98545062792094,118.5066763078956,144.5,527.25,Good Loading (Serve)
115.93924080786019,110.32126650948669,101.01978892927646,123.65131815547161,151.75,531.0,Good Loading (Serve)
120.49064947302462,112.3830598701141,97.51368419177068,119.16133728448943,158.5,532.5,Good Loading (Serve)
137.95986742257531,128.299522878655,107.82327334129836,118.49163293785804,165.0,532.75,Transition
149.54616897122767,141.03947500772057,116.06309848169997,126.41637850439717,172.25,532.5,Transition
157.16884093240543,146.98536547732238,111.26027497040877,121.96343062666496,179.5,530.75,Transition
158.26261459474966,141.4911537259163,109.12798031151634,123.11414273873277,188.5,531.75,Transition
152.7907039103023,138.2341646425375,100.87674541570479,118.06019696976499,195.0,529.75,Transition
151.04025054357737,139.9436322942624,108.99966287525137,139.98772149321113,199.25,520.75,Transition
154.13539522659872,144.58540568508164,111.477707953548,132.03309551609948,205.75,508.0,Transition
152.55804106668393,151.0613016105487,116.53225450015887,126.55445859002629,212.25,498.25,Transition
159.38897353074836,155.45467436843887,130.81765717118503,131.07799860604183,219.5,488.75,Transition
158.3630968795662,155.41526075051326,141.24191431475495,132.16390423424508,223.25,480.5,Transition
157.51816334663948,155.1057533378751,142.65983995387222,132.2629000922483,223.0,478.5,Transition
154.2277234274431,145.43233597989646,123.91678077708922,130.91535568627125,224.75,482.5,Transition
145.0680883861394,135.18473931512338,118.12509528255742,132.71446350665676,223.75,483.25,Transition
136.68866760953802,129.84051694892233,119.54933330921284,134.74097923506557,221.75,487.0,Transition
136.77873298474955,129.7545508157992,113.39888567442989,119.51877923585617,224.5,497.5,Transition
140.34126842630425,133.10998071645295,114.01452280660072,118.8597857420617,226.5,507.5,Transition
127.75625951957366,130.85734017147178,113.83359669571584,121.22739859259173,223.25,518.5,Transition
118.2683537807421,124.29618414117442,107.53821853622586,114.79199296832634,224.25,533.0,Transition
105.48554286991646,110.84833782854604,106.79141882613382,111.77128551865633,220.75,541.25,Good Loading (Serve)
100.69132141183884,105.31956836960214,108.98684409318987,114.34035600759346,220.75,544.0,Good Loading (Serve)
112.59869446797839,118.89529385749267,112.45282232373077,115.25316338603321,223.0,541.25,Good Loading (Serve)
130.17244202085175,133.90694714841322,97.08645064908895,107.29933135648209,224.5,536.5,Transition
134.66515833868937,141.7699641805285,95.36288499676323,107.13611014980457,224.0,530.75,Transition
136.8825032262611,136.2433377159489,76.42956562016705,104.93271819637798,223.0,526.75,Transition
136.15900505076647,129.84219892833957,146.26730163601144,145.1640324033467,228.5,519.5,Transition
128.73507252233603,121.1849746548347,114.81094482010063,154.43652119615388,223.0,518.0,Transition
120.90574529606165,115.89918064989727,110.19250179329512,148.73133406539714,220.5,516.75,Good Loading (Serve)
115.83379069917764,114.5277204773715,122.94358493452087,159.62885370143874,221.0,518.0,Good Loading (Serve)
121.87065217195196,120.71277331222802,111.14323919749391,169.4207314864395,217.0,518.25,Transition
125.98621262554609,123.57116494975202,111.40058605449887,177.65514360269555,218.5,521.25,Transition
132.96034834421118,130.19875480178803,115.79969505102135,129.4101309461794,219.5,522.25,Transition
135.57305329243502,137.4043492119184,119.1772272853804,123.24061412389024,221.5,521.25,Transition
136.9405818117108,139.79475281407989,121.6969187330667,144.0995840480598,222.25,521.5,Transition
141.33260590308302,143.0414742446227,120.64815500543038,149.61465877827118,224.5,524.75,Transition
144.14823868082962,143.02191162234783,120.73548768213465,142.6139380793614,226.5,530.5,Transition
136.36053517713893,133.1298074077333,102.71568172729124,151.22391987871464,228.75,531.0,Transition
144.72757853618458,143.0248760498296,67.00410600121359,166.16514656236365,236.25,535.75,Transition
139.27206655955092,133.99491398434944,38.82982497259779,147.384969038919,239.0,535.75,Transition
139.95602896970775,130.44849170063037,2.815557551281091,69.1053062358518,245.75,534.25,Transition
151.82495113027008,132.93184120951022,6.516182930844028,90.40491042830885,254.0,534.75,Transition
161.40480855405403,137.18822551562533,2.5275457666754546,150.0183605208645,264.0,537.0,Transition
167.90581992188027,147.33312057694036,0.2869643092517098,57.633362151278114,271.25,532.5,Transition
172.1233249858606,166.42098403309086,54.516020226921164,138.70775681843242,280.0,531.25,Extension
166.1624890824133,177.990670169354,62.36566147139376,125.7858751585213,292.75,532.25,Extension
164.00202106019978,175.32047873768346,70.35048165198909,119.60445068752422,299.25,533.25,Extension
165.06858279203422,172.74457431980795,81.75127303735557,163.8294974721172,317.0,541.5,Extension
157.92086227552394,163.47359522587277,75.96375654373148,158.75404967396562,329.0,546.5,Extension
154.06257699393,150.96243804526458,133.89829385481042,177.9690849996832,336.0,546.25,Transition
145.31075573964765,158.6921528213184,118.37685103667587,153.55633793645328,344.25,544.75,Transition
140.91057057213675,151.00705062037326,120.9984976054208,169.19895983923814,350.0,542.25,Transition
138.87190843286152,146.09053400013445,138.40778169219627,162.49884014784203,356.25,539.25,Transition
145.40106715112236,144.75062458344624,151.98532416507902,124.54009086488163,360.75,534.0,Transition
150.81408416265836,142.17349882539574,166.6309493514041,169.50589585630865,359.25,527.25,Transition
141.40323936764887,139.3924727973412,177.35803412588092,178.80650982228977,360.75,524.0,Transition
143.98961318659914,132.44796891283295,160.5837072594981,179.77972047071881,359.5,516.25,Transition
147.73490672149762,148.33311130573475,168.5406167412187,167.6922737686555,357.75,521.0,Transition
148.6414344429527,142.9925848762003,171.1625781343312,161.31303124293962,361.75,514.0,Transition
147.59676298562474,144.26496623016487,179.8076326066168,178.77591633217074,362.75,504.5,Transition
152.37621507786614,147.19911921994853,170.42010780105255,159.85907155441043,363.5,499.0,Transition
151.78792013987248,149.52453059383038,161.05423074790758,171.42228331357356,364.75,499.75,Transition
158.14346812151558,155.60874498828443,162.28506774879844,172.37185014212352,360.0,497.75,Transition
153.52794762659957,153.6391589685408,151.12540873847882,169.43898916250438,357.75,503.0,Transition
153.96264176606581,155.8755867316449,140.86214774859448,161.7973927967647,352.0,505.25,Transition
156.76875454510323,149.34116131324598,117.47443156753587,158.60453258928047,353.5,510.0,Transition
150.94240596545578,140.8006607854084,119.53878221000102,164.36333892918154,354.0,510.5,Transition
148.87929714848977,137.56556977747107,40.06078469491173,171.8279049963422,353.0,507.25,Transition
147.41009089004157,137.7935935598526,54.16234716220136,169.0277596437707,350.75,503.25,Transition
155.50849956518257,138.18234162416027,126.61367106069135,134.68519113756852,351.75,499.0,Transition
154.24952585443992,134.45362823091128,106.85839875934626,58.34065230960389,354.0,490.5,Transition
153.26882104539504,135.6458725771819,109.78859415833952,7.224316395785181,351.5,485.0,Transition
149.949437773572,133.11948202485556,108.06300415927528,53.83742177439597,353.0,483.75,Transition
149.3753029746166,133.64976286341394,89.73474365677752,85.42443688938137,356.5,489.25,Transition
144.20015770601805,127.87498364500074,100.34033048198894,105.59281093130716,355.75,490.0,Transition
131.84034182465365,124.38034471876176,128.77466561406138,104.57053123639372,359.25,496.25,Transition
138.19321940654365,122.21616824502557,96.84625100918988,123.69006750934871,355.5,504.0,Transition
138.3282086710414,125.77011375064538,95.82455337799477,124.95152274703668,357.5,507.0,Transition
135.86264383851332,126.35613324782707,104.31402128151785,125.98067755088282,359.0,509.25,Transition
142.70246664149204,132.20161887372095,109.44003481797876,132.54696831634152,360.0,508.0,Transition
147.44924478297133,136.7113156150284,109.90147154607926,137.0849537553461,359.75,506.5,Transition
150.81408416555357,137.95856779699588,115.7270077738242,135.1017685714149,358.75,501.75,Transition
149.32052328989465,136.82498338141232,106.16903167974213,130.9684890684123,355.75,498.25,Transition
157.31347330273587,141.89875523797423,100.56731975238533,124.76519722120226,355.25,488.5,Transition
164.4157923927319,149.51381968288086,106.0411395278732,127.13562059237132,349.5,482.0,Transition
163.90357936547286,151.29047187657727,107.49854842877522,121.5902036534067,342.5,474.25,Transition
161.37738612854665,154.4268458878735,110.85916192338684,117.54164581100191,337.0,472.5,Transition
167.8276834967331,162.4041024728305,115.98811858585773,118.33759514207584,328.75,470.0,Extension
159.50383810611265,149.16109158808393,108.74718430409355,107.71976655828128,321.75,472.5,Transition
155.19937142773466,145.12467164464144,103.95947381744793,107.73411796633172,315.75,476.25,Transition
144.51602019339705,136.7242421139047,108.43494881555677,112.29715786896755,310.75,480.25,Transition
148.2296671207946,136.41215013303278,109.11019228986807,115.75685709913134,305.75,486.75,Transition
144.79043310023184,132.7438530675058,119.65186873533956,123.39473105853283,299.0,497.25,Transition
143.8691588231675,134.35216013098602,111.80140947571226,122.05634673959216,293.0,510.0,Transition
129.09385887958788,126.61653829589547,101.46243038075465,124.83496241513319,287.25,526.5,Transition
117.65111544293714,118.02763228934087,102.76128857800049,119.84774612846431,283.0,539.0,Good Loading (Serve)
110.6665400085745,105.2688799625725,140.73092516468452,121.8039378122094,278.75,552.25,Good Loading (Serve)
97.76516601712207,95.92391877160448,130.81613212745756,120.28554921336897,278.0,557.0,Good Loading (Serve)
96.80905017843446,93.47824293935606,120.71009061909682,109.44003482079648,273.75,560.5,Good Loading (Serve)
94.60055956883566,95.62206698658976,125.22138297041379,115.27249567323815,269.75,557.5,Good Loading (Serve)
110.18264789899963,112.8122458632904,124.73169417338033,111.32418575663559,264.25,550.25,Good Loading (Serve)
117.28589373318424,123.83146348053272,114.86712538560224,104.59535247970304,259.25,546.0,Transition
120.6235306511526,129.56681162841306,128.36617851334495,105.20091267728128,255.5,541.5,Transition
117.3381781098983,128.78648103693402,137.8057163174397,108.93069720567634,250.75,540.5,Transition
118.82958909773676,128.00807464610097,149.8134639796865,108.05883312819422,247.5,541.75,Transition
121.65273682271048,130.18731499532225,156.7368143066409,106.67878875617436,244.5,542.5,Transition
122.24765190915802,135.2074672063987,171.7872193043911,104.11615384291686,241.5,542.25,Transition
137.43213877675365,146.22295129634645,160.99637714180773,100.46077860815467,240.25,541.25,Transition
150.0217387898429,153.74898338063764,176.37851148379372,96.25129223473007,237.5,537.25,Transition
150.38329694870242,157.63762830459106,137.97373088813546,95.42007782132042,230.25,533.0,Transition
152.18275792297277,156.45395599632246,137.70572674918571,86.33047428845826,227.0,529.25,Transition
153.69860893768694,156.15475769801284,161.4130731003242,86.7889700307652,223.5,524.0,Transition
156.13628499052382,158.18065613948303,32.15229541689995,75.15110495088317,221.75,520.75,Transition
153.1281470278579,149.49432846445595,44.01788288468595,28.083135309262797,219.25,518.25,Transition
149.8387506094901,144.05180082037188,20.60470422828742,4.423265023874959,215.0,519.75,Transition
139.00352721733339,140.64840095808137,18.43494914646694,22.286048049956616,214.5,520.5,Transition
133.77084327041348,135.63191311167014,18.610165550552882,25.116965448717608,208.5,527.5,Transition
129.78183383715492,140.36042554888604,7.416915010419857,20.644430525667413,204.5,532.25,Transition
137.1431634557811,146.499106033096,115.14478550646778,170.18994825857695,202.75,535.25,Transition
133.6415807202364,142.6662227151788,169.86146135274677,170.53767753508248,201.5,539.75,Transition
144.57099418286984,149.41259442463874,170.8688634674762,173.9909937631871,202.75,541.75,Transition
149.207432349522,154.86293179278672,168.4425276653787,176.9121368716806,204.0,540.5,Transition
156.18834572073874,158.79064062082094,104.30027743286233,176.4268024822998,205.5,534.75,Transition
149.0418535329107,153.4308846978258,176.6472031685413,176.56065071825589,201.5,528.5,Transition
163.35775105988205,167.07689189762945,178.29864427172282,177.62403460061628,205.75,518.0,Extension
170.3399033719753,173.3194243744971,170.04192927240265,174.54121199604754,206.5,510.0,Extension
175.45823901927685,176.4865129389657,177.52593243091232,178.04780235374253,205.75,500.0,Extension
179.51273911366775,177.13009429300297,171.3109821826156,158.31854278958218,208.5,494.0,Extension
